,title,claim
0,COMBINATIONS OF BACILLUS AND LACTOBACILLUS SPECIES FOR PRODUCING PROTEIN FROM WASTE,"A process for converting an organic nitrogenous compound of low molecular weight or an inorganic nitrogenous compound into protein, comprising the step of contacting the organic nitrogenous compound or the inorganic nitrogenous compound with a viable bacterial complex comprising at least one viable non-pathogenic Bacillus species selected from the group consisting of Bacillus subtilis, Bacillus amyoliquefaciens, Bacillus megaterium, Bacillus licehniformis, and Bacillus circulans, and at least one viable non-pathogenic Lactobacillus species selected from the group consisting of Lactobacillus rhamnosus, Lactobacillus paracasei, Lactobacillus fermentum, and Lactobacillus acidophilus, wherein the complex has the characteristic of having the capacity to convert the organic nitrogenous compound or the inorganic nitrogenous compound into protein, thereby converting the organic nitrogenous compound or the inorganic nitrogenous compound into protein."
